"Title","Link","Description","pubDate","guid"
"All the rage: the rise of the menopause novel","https://www.theguardian.com/books/2023/jun/03/all-the-rage-the-rise-of-the-menopause-novel","<p>Self-help shelves are filled with guides to surviving midlife, but where is the fiction? Lisa Allardice talks to Marian Keyes, Joanne Harris and others about ‘hot-flush lit’</p><p><a href=""https://www.theguardian.com/books/joanne-harris"" title="""">Joanne Harris</a> was rereading Carrie by Stephen King during lockdown when she got the inspiration for her new novel, Broken Light. The novelist had recently been diagnosed with breast cancer and King’s horror story was all her “chemo-brain” could cope with, she says on a video call from her home in Yorkshire. The story of a girl who gets telekinetic powers at puberty, Carrie was a favourite for Harris growing up. “Of course it was!” she exclaims. “It’s all about the drama of adolescence and the horror of having a changing body that does unpredictable stuff.”</p><p>Reading it again in her 50s she was struck by the idea: “What if Carrie had lived and her powers had kicked in at menopause instead? Nobody wants to give superpowers to a teenager, because of course they’re going to burn everything down.” And so she created Bernie Moon, who in middle age discovers she is able to inhabit other people’s minds and set them on a different course – predatory men become a particular target. “It’s menopausal Carrie,” she says gleefully. She started writing when she was ill (the effects of chemotherapy “were like the menopause but worse,” she says) and didn’t stop. She got the all-clear this Christmas: “So I thought: ‘OK, I’m feeling good about this.’”</p> <a href=""https://www.theguardian.com/books/2023/jun/03/all-the-rage-the-rise-of-the-menopause-novel"">Continue reading...</a>","Sat, 03 Jun 2023 08:00:25 GMT","https://www.theguardian.com/books/2023/jun/03/all-the-rage-the-rise-of-the-menopause-novel"
"Five Star Kitchen: this cookery competition may be your chance to finally open that restaurant","https://www.theguardian.com/tv-and-radio/2023/jun/03/five-star-kitchen-this-cookery-competition-may-be-your-chance-to-finally-open-that-restaurant","<p>Buy that sous vide machine! Get good at plating! In three years’ time, maybe this show will be yours for the winning (if you want Michel Roux as a boss, that is)</p><p>What percentage of the public harbours dreams of being a cooking professional? It must be at 10%, 11%. Every day you are surrounded by them. Perhaps you work with a guy who is too into fermentation. A distant cousin spends every weekend laminating dough. How many people in your household dream of retiring at 50 and opening a gastropub? One? Two? Three? A stark fact: no one in this country doesn’t know someone who secretly harbours dreams of making something complex with hickory smoke for a table of three judges. And so, to try to meet that insatiable demand – Five Star Kitchen: Britain’s Next Great Chef (from Thursday), which is MasterChef but for Channel 4.</p><p>Well, it isn’t just MasterChef for Channel 4. It’s MasterChef: The Professionals – every participant in this knock-out hour-long cooking format is already working as a chef, be it private or restaurant owner – with a healthy dose of The Apprentice also (each contestant has to rock up to the show with a neat “restaurant concept” pitch: this isn’t just crab legs, it’s business too!). The prize is a restaurant inside the gilded Langham hotel in central London. The punishment is <a href=""https://www.theguardian.com/food/michel-roux-jr"">Michel Roux Jr</a> will be your boss. To succeed you have to get through a series of challenges that mostly involve cooking breakfast to an unfeasibly high standard while someone shouts at you. This is TV that I watch and go: “I feel hungry. I’m going to have to have a snack.” But a broad segment of the population will watch this and go: “I’m going to finally buy that sous vide machine and get good at plating. In three years’ time I could win this.”</p> <a href=""https://www.theguardian.com/tv-and-radio/2023/jun/03/five-star-kitchen-this-cookery-competition-may-be-your-chance-to-finally-open-that-restaurant"">Continue reading...</a>","Sat, 03 Jun 2023 06:00:23 GMT","https://www.theguardian.com/tv-and-radio/2023/jun/03/five-star-kitchen-this-cookery-competition-may-be-your-chance-to-finally-open-that-restaurant"
"‘I’m not used to seeing sex that kinky’: Is The Idol the most shocking TV of the year?","https://www.theguardian.com/tv-and-radio/2023/jun/02/im-not-used-to-seeing-sex-that-kinky-is-the-idol-the-most-shocking-tv-of-the-year","<p>It’s undeniably seedy – but is the show a ‘toxic man’s fantasy’, as critics have said? Or is it a candid look at sex today? As 2023’s most controversial series hits our screens, we meets its stars</p><p>Months before it had even come out, The Idol was the year’s most controversial TV show. In March, Rolling Stone published an exposé featuring anonymous interviews with those working on the Lily-Rose Depp-starring HBO show, who alleged that its producers – megastar musician Abel Tesfaye, AKA the Weeknd, who also plays a lecherous nightclub owner/cult leader called Tedros, and <a href=""https://www.theguardian.com/tv-and-radio/2019/aug/06/euphoria-review-zendaya-rue-sex-drugs-teen-drama-skins"">Euphoria</a>’s Sam Levinson – had burned through time and money to make a series “about a man who gets to abuse this woman and she loves it.”</p><p>Following a pop star named Jocelyn (Depp) as she tries to mount a career comeback after a mental breakdown, The Idol is self-consciously pulpy and undeniably sordid: characters talk about wanting to make “giant fucking big-titted hits”, lock intimacy coordinators in closets, and say over-the-top things such as: “Will you let people enjoy sex, drugs and hot girls? Stop trying to cockblock America.” Depp spends much of the first episode topless, and the series is littered with allusions to contentious cult auteurs such as Paul Verhoeven and Gaspar Noé. When the first two episodes premiered at Cannes earlier this month, <a href=""https://www.theguardian.com/film/2023/may/26/cannes-2023-peter-bradshaw-verdict-prize-predictions"">critics slammed it</a> as a “toxic man’s fantasy”; for a moment, its Rotten Tomatoes rating was hovering around an almost unheard-of 9% (it now sits at 25%).</p> <a href=""https://www.theguardian.com/tv-and-radio/2023/jun/02/im-not-used-to-seeing-sex-that-kinky-is-the-idol-the-most-shocking-tv-of-the-year"">Continue reading...</a>","Fri, 02 Jun 2023 12:00:02 GMT","https://www.theguardian.com/tv-and-radio/2023/jun/02/im-not-used-to-seeing-sex-that-kinky-is-the-idol-the-most-shocking-tv-of-the-year"
"Tom Gauld’s Nighthawks at the Library – cartoon","https://www.theguardian.com/books/picture/2023/jun/03/tom-gaulds-nighthawks-at-the-library-cartoon","<p> </p> <a href=""https://www.theguardian.com/books/picture/2023/jun/03/tom-gaulds-nighthawks-at-the-library-cartoon"">Continue reading...</a>","Sat, 03 Jun 2023 07:00:24 GMT","https://www.theguardian.com/books/picture/2023/jun/03/tom-gaulds-nighthawks-at-the-library-cartoon"
"Mater 2-10 by Hwang Sok-yong review – a masterpiece of Korean history","https://www.theguardian.com/books/2023/jun/03/mater-2-10-by-hwang-sok-yong-review-a-masterpiece-of-korean-history","<p>This epic political novel traces the country from Japanese occupation through partition, as experienced by a family of railway workers</p><p>A rusting, bullet-riddled locomotive in the demilitarised zone that slices through the Korean peninsula gives this marvellous epic novel its enigmatic title. Captured during the Korean war of the early 1950s, the immobilised train pointing North has become a famous symbol of the frustrated yearning for reunification, a “commemorative fossil of the age of division”. The train is an underlying motif within Hwang Sok-yong’s mature masterpiece, a worker’s-eye view of the 20th-century history surrounding Korea’s partition, which draws deeply on his personal experience of labour and pro-democracy movements and his five-year stint in prison for breaching South Korean security laws by visiting the North in 1989.</p><p>Originally published in Korean in 2020, Mater 2-10 opens in the 21st century with a laid-off factory worker, Yi Jino, staging a vertiginous “sit-in” on the catwalk round an industrial chimney. In a mountaineering tent overlooking railway tracks, his sky-high protest stretches beyond a year, while far below workers prostrate themselves in solidarity.</p> <a href=""https://www.theguardian.com/books/2023/jun/03/mater-2-10-by-hwang-sok-yong-review-a-masterpiece-of-korean-history"">Continue reading...</a>","Sat, 03 Jun 2023 06:30:23 GMT","https://www.theguardian.com/books/2023/jun/03/mater-2-10-by-hwang-sok-yong-review-a-masterpiece-of-korean-history"
"Gay best friend: a history of Hollywood’s favourite queer character","https://www.theguardian.com/film/2023/jun/02/gay-best-friend-history-hollywoods-favourite-queer-character","<p>What’s often been a patronising and reductive archetype is given depth in a new season of films in time for Pride month</p><p>Before the gay best friend could be phased out, he had to come out. Today, those three short words tend to denote the most confining limitations to queer characters in film, a trope and archetype designed to keep homosexuality on the sidelines, adjacent to the more palatable lives and loves of straight people. For a time, however, sassy support was about the best representation queer people could hope for on screen, even if it required some code-reading on the viewer’s part. In Code-era Hollywood, ascribing a sexuality at all to the waspish single man commenting on, or even assisting in, the protagonists’ own entanglement would have been a detail too far. He had a name, a role, a handful of good lines. What more could he want – an identity?</p><p>Curated by the critic Michael Koresky, a mini-season of films on the Criterion Channel in June affords some depth and dignity to a character often demeaned as a patronising relic of now-outdated prejudices – even as it persists in film and TV today. Koresky’s selection delves beyond the romantic comedy realm where the trope made its most enduring impression, and into the realist dramas, psycho-thrillers and unclassifiable art films (Irma Vep, most unexpectedly) through which the gay best friend has evolved from a type to a human being.</p> <a href=""https://www.theguardian.com/film/2023/jun/02/gay-best-friend-history-hollywoods-favourite-queer-character"">Continue reading...</a>","Fri, 02 Jun 2023 16:00:06 GMT","https://www.theguardian.com/film/2023/jun/02/gay-best-friend-history-hollywoods-favourite-queer-character"
"Yotam Ottolenghi’s picnic and camping recipes","https://www.theguardian.com/food/2023/jun/03/picnic-and-camping-recipes-yotam-ottolenghi","<p>Smoked trout quiche, fruity chicken enlivened by za’atar and a couscous salad: outdoor food can be something really special, so long as you follow a few simple rules</p><p>Camping, festivals, picnics: people love to make out that such activities are super-relaxed, chilled and sort of happen all by themselves. It’s a ruse, though. There are rules! Especially when it comes to the food. Rule number one: think about logistics – if your quiche is travelling, give it an extra 10 minutes in the oven, because a soft set won’t end well. Rule two: don’t assemble anything leafy or herby until your rug is laid out, because wilted leaves and herbs are a sorry sight. And rule three: if you’re in a crowd, don’t be shy about making a plan – there are only so many crusty baguettes and pots of hummus that any group can eat.</p> <a href=""https://www.theguardian.com/food/2023/jun/03/picnic-and-camping-recipes-yotam-ottolenghi"">Continue reading...</a>","Sat, 03 Jun 2023 07:00:25 GMT","https://www.theguardian.com/food/2023/jun/03/picnic-and-camping-recipes-yotam-ottolenghi"
"What links Stranger Things and Fargo? The Saturday quiz","https://www.theguardian.com/lifeandstyle/2023/jun/03/what-links-stranger-things-and-fargo-the-saturday-quiz","<p>From No Music Day to Last Cocked Hat, test your knowledge with the Saturday quiz</p><p><strong>1</strong> Which African country is named from the Portuguese for prawn?<br /><strong>2</strong> Why was Janet Young unique in UK politics 1979-1990?<br /><strong>3</strong> Which cult musician initiated No Music Day?<br /><strong>4</strong> Which Truman Capote book was a pioneer of the true crime genre?<br /><strong>5</strong> The Romito Bridge in Laterina is claimed to feature in which painting?<br /><strong>6</strong> Egas Moniz won a Nobel prize for what discredited surgical procedure?<br /><strong>7</strong> Which dynasty used the acrostic slogan AEIOU?<br /><strong>8</strong> What did wildcatters go in search of?<br /><strong>What links:<br />9</strong> Destroyed by Babylonians, 587BC; rebuilt by Herod; destroyed by Romans, 70AD?<br /><strong>10</strong> Robert Frost; Bonnie Raitt; Matt Damon; Bill Gates; Mark Zuckerberg?<br /><strong>11</strong> Stranger Things; The Matrix; Fargo; Avengers: Endgame?<br /><strong>12</strong> Lorne sausage; BSB dish; Times or Taksim; 1, 4, 9, 16 etc?<br /><strong>13</strong> Edith Head; Milena Canonero; Colleen Atwood; Ruth E. Carter?<br /><strong>14</strong> Last Cocked Hat (5); Old Hickory (7); His Accidency (10); Rail Splitter (16)?<br /><strong>15</strong> Yama; Anubis; Hades; Pluto; Hel?</p> <a href=""https://www.theguardian.com/lifeandstyle/2023/jun/03/what-links-stranger-things-and-fargo-the-saturday-quiz"">Continue reading...</a>","Sat, 03 Jun 2023 06:00:23 GMT","https://www.theguardian.com/lifeandstyle/2023/jun/03/what-links-stranger-things-and-fargo-the-saturday-quiz"
"The key party is over: could contactless check-in kill a classic hotel come-on?","https://www.theguardian.com/travel/2023/jun/03/the-key-party-is-over-could-contactless-check-in-kill-a-classic-hotel-come-on","<p>Digital hotel keys are on the rise. They may be cheaper, more convenient and better for the environment, but they can’t be slid suggestively across a table</p><p></p><p>West Wing fans won’t need much reminding. It’s in season seven, when Donna finally climbs astride the mountain of sexual tension between her and Josh, and slides her hotel room key over on the low table. She throws back her wine and bids the group goodnight, lingering a look Josh’s way, hotly returned. Their sexy plan, however, is cockblocked when a colleague snatches it up – “Donna forgot her key!” – and gives it bloody well back.</p><p>Didn’t matter. Point made. Sliding over one of the cards that have (mostly) replaced metal keys would have worked too. As deeply unromantic as the plastic rectangles are, there remains a frisson of possibility when the front desk asks “one card or two?”</p> <a href=""https://www.theguardian.com/travel/2023/jun/03/the-key-party-is-over-could-contactless-check-in-kill-a-classic-hotel-come-on"">Continue reading...</a>","Fri, 02 Jun 2023 15:00:05 GMT","https://www.theguardian.com/travel/2023/jun/03/the-key-party-is-over-could-contactless-check-in-kill-a-classic-hotel-come-on"
"Can you avoid leaving marks on your skin with mineral sunscreen? | Sali Hughes","https://www.theguardian.com/fashion/2023/jun/03/can-you-avoid-leaving-marks-on-your-skin-with-mineral-sunscreen","<p>I’ve been playing with mineral SPFs recently and find they look noticeably better applied in thin layers</p><p>This is where I should tell you which mineral sunscreens (that is, those using zinc oxide to protect against UV, rather than the modern, clearer variety using synthetic filters) are invisible on all skin tones, pale to deep. But I won’t, because I truly don’t believe one exists.</p><p>I hear recommendations given in all sincerity (and I’ve made some myself), but given what we now know about how much should be applied to the face (1.25ml, or around two full finger lengths), it’s true that even great mineral sunscreens, if used correctly, will show up to some degree.</p> <a href=""https://www.theguardian.com/fashion/2023/jun/03/can-you-avoid-leaving-marks-on-your-skin-with-mineral-sunscreen"">Continue reading...</a>","Sat, 03 Jun 2023 07:00:25 GMT","https://www.theguardian.com/fashion/2023/jun/03/can-you-avoid-leaving-marks-on-your-skin-with-mineral-sunscreen"
"Why do wolves howl at the moon, and how far can kangaroos jump? Try our kids’ quiz","https://www.theguardian.com/lifeandstyle/2023/jun/03/why-do-wolves-howl-at-the-moon-and-how-far-can-kangaroos-jump-try-our-kids-quiz","<p>Five multiple-choice questions – set by children – to test your knowledge, and a chance to submit your own junior brainteasers for future quizzes</p><ul><li><a href=""https://www.theguardian.com/lifeandstyle/2021/sep/25/does-your-child-have-a-question-for-our-new-kids-quiz"">Submit a question</a></li></ul><p><a href=""https://www.instagram.com/everythingunderthesunpod/?hl=en"">Molly Oldfield</a> hosts <a href=""https://podcasts.apple.com/gb/podcast/everything-under-the-sun/id1442273607?mt=2"">Everything Under the Sun</a>, a weekly podcast answering children’s questions, out <a href=""https://guardianbookshop.com/everything-under-the-sun-9780241433461"">now as a book</a>.</p><p>Does your child have a question? Submit one <a href=""https://www.theguardian.com/lifeandstyle/2021/sep/25/does-your-child-have-a-question-for-our-new-kids-quiz"">here</a></p> <a href=""https://www.theguardian.com/lifeandstyle/2023/jun/03/why-do-wolves-howl-at-the-moon-and-how-far-can-kangaroos-jump-try-our-kids-quiz"">Continue reading...</a>","Sat, 03 Jun 2023 06:00:22 GMT","https://www.theguardian.com/lifeandstyle/2023/jun/03/why-do-wolves-howl-at-the-moon-and-how-far-can-kangaroos-jump-try-our-kids-quiz"
"Knitting’s ‘cool and funky little sister’: national crochet conference attracts the young","https://www.theguardian.com/australia-news/2023/jun/03/knittings-cool-and-funky-little-sister-national-crochet-conference-attracts-the-young","<p>People of all ages hooked on crocheting gathered at the Sydney forum to yarn about granny squares and compare patterns</p><ul><li>Get our <a href=""https://www.theguardian.com/australia-news/2022/oct/29/email-newsletters-guardian-australia-best-daily-news-emails-newsletter-free-sign-up-inbox-subscribe-headlines?CMP=cvau_sfl"">morning and afternoon news emails</a>, <a href=""https://app.adjust.com/w4u7jx3"">free app</a> or <a href=""https://www.theguardian.com/australia-news/series/full-story?CMP=cvau_sfl"">daily news podcast</a></li></ul><p>Violet Ayrey, 12, was crocheting a hexagon to make a cardigan when she realised she’d made a terrible mistake.</p><p>“When it got really big, I saw it was a pentagon. I’d missed a corner,” she says.</p> <a href=""https://www.theguardian.com/australia-news/2023/jun/03/knittings-cool-and-funky-little-sister-national-crochet-conference-attracts-the-young"">Continue reading...</a>","Fri, 02 Jun 2023 15:00:06 GMT","https://www.theguardian.com/australia-news/2023/jun/03/knittings-cool-and-funky-little-sister-national-crochet-conference-attracts-the-young"
"Scrutiny on PwC’s Australian business likely to extend to global operations","https://www.theguardian.com/business/2023/jun/03/pwc-tax-scandal-scrutiny-on-firms-australian-business-likely-to-extend-to-uk-and-us-operations","<p>Experts say business model of consulting organisations rife with conflicts of interest amid renewed debate about separating auditing from advice</p><p></p><p>When PricewaterhouseCoopers’ Australian business issued an expansive apology over the tax leaks scandal, it may have hoped for an opportunity to start rebuilding its reputation.</p><p>Instead, it endured one of the most difficult weeks of the <a href=""https://www.theguardian.com/australia-news/2023/may/31/pwc-australia-scandal-what-actually-happened-and-will-it-be-fatal-for-the-advisory-firm"">self-inflicted crisis</a>, when not only the structure of its own business was scrutinised, but that of its global operations and wider consulting industry.</p> <a href=""https://www.theguardian.com/business/2023/jun/03/pwc-tax-scandal-scrutiny-on-firms-australian-business-likely-to-extend-to-uk-and-us-operations"">Continue reading...</a>","Fri, 02 Jun 2023 15:00:08 GMT","https://www.theguardian.com/business/2023/jun/03/pwc-tax-scandal-scrutiny-on-firms-australian-business-likely-to-extend-to-uk-and-us-operations"
"Revealed: The secret push to bury a weedkiller’s link to Parkinson’s disease","https://www.theguardian.com/us-news/2023/jun/02/paraquat-parkinsons-disease-research-syngenta-weedkiller","<p>Internal documents from chemical giant Syngenta reveal tactics to sponsor sympathetic scientific papers and mislead regulators about unfavorable research</p><p>The global chemical giant Syngenta has sought to secretly influence scientific research regarding links between its top-selling weedkiller and Parkinson’s, internal corporate documents show.</p><p>While numerous independent researchers have determined that the weedkiller, paraquat, can cause neurological changes that are hallmarks of Parkinson’s, Syngenta has always maintained that the evidence linking paraquat to Parkinson’s disease is<a href=""https://www.paraquat.com/en/safety/safety-humans/paraquat-and-parkinsons-disease""> “fragmentary” and “inconclusive”</a>.</p> <a href=""https://www.theguardian.com/us-news/2023/jun/02/paraquat-parkinsons-disease-research-syngenta-weedkiller"">Continue reading...</a>","Fri, 02 Jun 2023 11:00:02 GMT","https://www.theguardian.com/us-news/2023/jun/02/paraquat-parkinsons-disease-research-syngenta-weedkiller"
"‘There’s spitting, foul language’: the reality of working in a college in badly behaved Britain","https://www.theguardian.com/lifeandstyle/2023/jun/02/theres-spitting-foul-language-the-reality-of-working-in-a-college-in-badly-behaved-britain","<p>The pandemic shrank the world for many students. Now, anything unfamiliar prompts either anxiety or aggression</p><p>I started working as a learning support assistant about 12 years ago. I have worked with every age group, from nursery through to people in their 60s, mostly in schools in working-class areas where the progression to higher education is low. Now, I work primarily with adult learners.</p><p>It has always been challenging work, but I never wanted a job that was driven by profit. Often, our learners have really problematic home lives and we end up being a background support system. We are not experts in this, or even trained, but we help them in whatever way we can. Sometimes, that means providing them with money or food. Sometimes, it’s about listening.</p> <a href=""https://www.theguardian.com/lifeandstyle/2023/jun/02/theres-spitting-foul-language-the-reality-of-working-in-a-college-in-badly-behaved-britain"">Continue reading...</a>","Fri, 02 Jun 2023 14:00:04 GMT","https://www.theguardian.com/lifeandstyle/2023/jun/02/theres-spitting-foul-language-the-reality-of-working-in-a-college-in-badly-behaved-britain"
"Lake Maggiore deaths: why were Italian and Israeli secret service agents on a boat in northern Italy?","https://www.theguardian.com/world/2023/jun/02/lake-maggiore-deaths-why-were-italian-and-israeli-secret-service-agents-on-a-boat-in-northern-italy","<p>Four died after a vessel carrying 21 passengers – all with links to Italian and Israeli intelligence – capsized, and speculation is growing about the nature of the trip</p><p>It reads like a pitch for a thriller.</p><p>A group of tourists board a boat on a beautiful lake at the foot of the Alps. The boat capsizes in a sudden storm. Four drown as others swim to safety. In the days that follow, as authorities struggle to trace hotel bookings for the passengers, it emerges all were <a href=""https://www.theguardian.com/world/2023/may/30/italian-and-israeli-agents-among-four-dead-after-boat-capizes-in-lake-maggiore"">affiliated with the Italian and Israeli secret services.</a></p> <a href=""https://www.theguardian.com/world/2023/jun/02/lake-maggiore-deaths-why-were-italian-and-israeli-secret-service-agents-on-a-boat-in-northern-italy"">Continue reading...</a>","Fri, 02 Jun 2023 07:49:39 GMT","https://www.theguardian.com/world/2023/jun/02/lake-maggiore-deaths-why-were-italian-and-israeli-secret-service-agents-on-a-boat-in-northern-italy"
"Ben Roberts-Smith has been dealt a crushing blow. The full fallout is yet to come","https://www.theguardian.com/australia-news/2023/jun/02/ben-roberts-smith-has-been-dealt-a-crushing-blow-the-full-fallout-is-yet-to-come","<p>Australia’s most decorated living soldier has had his defamation case dismissed, but questions remain over his future</p><p>The 1,800 words of Justice Anthony Besanko’s summary judgment were quietly devastating.</p><p>Delivered in less than 20 minutes, the judge’s decision would see Ben Roberts-Smith VC lose what remained of his reputation, his job, and possibly his willingness to live in a country where he was once revered.</p> <a href=""https://www.theguardian.com/australia-news/2023/jun/02/ben-roberts-smith-has-been-dealt-a-crushing-blow-the-full-fallout-is-yet-to-come"">Continue reading...</a>","Fri, 02 Jun 2023 15:00:06 GMT","https://www.theguardian.com/australia-news/2023/jun/02/ben-roberts-smith-has-been-dealt-a-crushing-blow-the-full-fallout-is-yet-to-come"
"Harry v the Mirror: what will happen when prince enters the witness box?","https://www.theguardian.com/uk-news/2023/jun/02/harry-v-the-mirror-what-will-happen-when-the-prince-takes-the-stand","<p>Duke of Sussex to accuse journalists of phone hacking but publisher will in turn try to cast doubt on royal’s evidence</p><p>When Prince Harry gives evidence in the Mirror phone-hacking trial on Tuesday, he will become the first senior royal to be cross-examined in court since the 19th century. Based on what happened earlier in the trial, it is unlikely the prince will enjoy the experience.</p><p>Harry will allege that journalists at the Daily Mirror, Sunday Mirror and People used illegal methods including phone hacking to obtain stories about him. Mirror Group Newspapers will try to cast doubt on Harry’s evidence, his reliability and why he waited so long to bring the case.</p> <a href=""https://www.theguardian.com/uk-news/2023/jun/02/harry-v-the-mirror-what-will-happen-when-the-prince-takes-the-stand"">Continue reading...</a>","Fri, 02 Jun 2023 10:55:42 GMT","https://www.theguardian.com/uk-news/2023/jun/02/harry-v-the-mirror-what-will-happen-when-the-prince-takes-the-stand"
"Share your thoughts on Beyonce’s Renaissance tour","https://www.theguardian.com/music/2023/may/30/share-your-thoughts-on-beyonces-renaissance-tour","<p>As it reaches London this week, we would like to hear from people who have been to one (or more!) concerts on Beyonce’s acclaimed tour</p><p>Renaissance, Beyoncé’s first headlining solo tour in seven years, has had three UK dates so far and begins its week-long London leg this week.</p><p>Our critic, who attended the first night in Stockholm, described it in a five-star review as “a sensory overload of truly stunning ambition and stamina”, while the Observer’s Kitty Empire, also awarding five stars, said of one of her Cardiff concerts earlier this month: “This banging, progressive, LGBTQ+-embracing, Afrofuturist extravaganza is a masterclass in refined excess.”</p> <a href=""https://www.theguardian.com/music/2023/may/30/share-your-thoughts-on-beyonces-renaissance-tour"">Continue reading...</a>","Tue, 30 May 2023 12:27:45 GMT","https://www.theguardian.com/music/2023/may/30/share-your-thoughts-on-beyonces-renaissance-tour"
"People in Russia: share your views on the Moscow drone attack","https://www.theguardian.com/global/2023/may/30/people-in-russia-share-your-views-on-the-moscow-drone-attack","<p>We want to hear from people in Moscow and across Russia following the drone attack </p><p>Moscow has been <a href=""https://www.theguardian.com/world/2023/may/30/moscow-drone-attack-mayor-reports-minor-damage-to-buildings"">targeted with a large-scale drone attack</a> for the first time in its 15-month-old war in Ukraine.</p><p>We want to speak to people in Moscow and across Russia about their views on the attack. Have you been affected? Share your thoughts and experiences below.</p> <a href=""https://www.theguardian.com/global/2023/may/30/people-in-russia-share-your-views-on-the-moscow-drone-attack"">Continue reading...</a>","Tue, 30 May 2023 13:31:40 GMT","https://www.theguardian.com/global/2023/may/30/people-in-russia-share-your-views-on-the-moscow-drone-attack"
"Share your thoughts on the final episode of Succession","https://www.theguardian.com/tv-and-radio/2023/may/29/share-your-thoughts-on-the-final-episode-of-succession","<p>We would like to hear your thoughts on the finale, and the show as a whole</p><p>And like that, the story of Succession has concluded. No more private jets, no more family betrayal, and no more meetings.</p><p>We would like to hear your views on the final episode of Succession, and the show as a whole. How do you feel about its conclusion? Did it end how you expected? What were your favourite moments?</p> <a href=""https://www.theguardian.com/tv-and-radio/2023/may/29/share-your-thoughts-on-the-final-episode-of-succession"">Continue reading...</a>","Mon, 29 May 2023 10:50:42 GMT","https://www.theguardian.com/tv-and-radio/2023/may/29/share-your-thoughts-on-the-final-episode-of-succession"
"Post your questions for Lucinda Williams","https://www.theguardian.com/music/2023/may/26/post-your-questions-for-lucinda-williams","<p>Whether you’d like to ask about her hugely influential career, being a country star on a punk label or what it’s like working with Springsteen, the legendary singer is here for your quizzin’</p><p>It’s a banner year for Lucinda Williams – not only is the alt-country stalwart releasing her first album since she suffered a stroke in 2020, the rollicking Stories from a Rock’n’Roll Heart, she’s also published her first memoir, the superb Don’t Tell Anybody the Secrets I Told You.</p><p>The latter, she’s said, was her attempt to write the opposite of the kind of “sugarcoated book like you find at Walgreens”. On that front, she succeeded: Williams takes an unflinching look at her childhood, with an absent mother whose mental health issues stemmed from her own childhood abuse, and a father whose poetry and worldview she lionised, but who also subsequently married a woman almost young enough to be her sister.</p> <a href=""https://www.theguardian.com/music/2023/may/26/post-your-questions-for-lucinda-williams"">Continue reading...</a>","Fri, 26 May 2023 16:25:53 GMT","https://www.theguardian.com/music/2023/may/26/post-your-questions-for-lucinda-williams"
"Is Manchester City’s dominance of English football fair? – podcast","https://www.theguardian.com/news/audio/2023/jun/02/is-manchester-city-dominance-english-football-fair-podcast","<p>Manchester City have added this season’s Premier League title to their collection of honours and are favourites to win the FA Cup and the Champions League. But are they playing fair? Jonathan Liew reports</p><p>This weekend Manchester City will contest the FA Cup final with Manchester United at Wembley. It’s the first time the two rivals have ever met in the final and represents the past and present of English football dominance. For years Manchester United were the all-powerful force, now it is Manchester City.</p><p>As <strong>Jonathan Liew</strong> tells <strong>Michael Safi, </strong>the transformation of Manchester City, from perennial also-rans to the most powerful club in the country, has been achieved in just 15 years. That current dominance can be traced to one crucial moment: the takeover of the club by Sheikh Mansour bin Zayed al-Nahyan of the Abu Dhabi royal family. The millions of pounds ploughed into the club have bought not just the best players but the best coach, the best medical staff, backroom analysers, scouts – and lawyers.</p> <a href=""https://www.theguardian.com/news/audio/2023/jun/02/is-manchester-city-dominance-english-football-fair-podcast"">Continue reading...</a>","Fri, 02 Jun 2023 02:00:02 GMT","https://www.theguardian.com/news/audio/2023/jun/02/is-manchester-city-dominance-english-football-fair-podcast"
"Sofas, smiles – and scandal: what’s going on at ITV’s This Morning? – podcast","https://www.theguardian.com/news/audio/2023/jun/01/sofas-smiles-and-scandal-whats-going-on-at-itv-this-morning-podcast","<p>It’s been a fixture on British TV screens for decades – as has one of its hosts, Phillip Schofield. But now This Morning is in turmoil after he admitted to an ‘unwise, but not illegal’ workplace relationship</p><p>Daytime TV is supposed to be sunny, lighthearted and varied, and for decades ITV’s This Morning won awards for fulfilling that role. At the heart of its award-winning success, at least for the past 14 years, were Holly Willoughby and Phillip Schofield. TV critic <strong>Scott Bryan</strong> tells <strong>Nosheen Iqbal</strong> how they were seemingly the perfect double act to interview everyone from prime ministers to grieving parents from the This Morning sofa.</p><p>Yet recently tabloid newspapers began reporting that their much-vaunted friendship was under strain and hinting at a darker reason than the usual TV ego clash. The rumours reached a fever pitch before Schofield, 61, eventually resigned. The former children’s TV presenter later released a statement admitting to an “unwise but not illegal” affair with a much younger, much more junior colleague.</p> <a href=""https://www.theguardian.com/news/audio/2023/jun/01/sofas-smiles-and-scandal-whats-going-on-at-itv-this-morning-podcast"">Continue reading...</a>","Thu, 01 Jun 2023 02:00:20 GMT","https://www.theguardian.com/news/audio/2023/jun/01/sofas-smiles-and-scandal-whats-going-on-at-itv-this-morning-podcast"
"Tracking down Ukraine’s abducted children | podcast","https://www.theguardian.com/news/audio/2023/may/31/tracking-down-ukraine-abducted-children-podcast","<p>How did tens of thousands of Ukrainian children end up in Russian re-education camps? Peter Beaumont reports</p><p>Ukrainian officials say 16,000 children have been deported from Ukraine to Russia, but some estimates are much higher.</p><p>In March, the international criminal court issued arrest warrants for Vladimir Putin and Russia’s children’s commissioner, Maria Lvova-Belova, alleging they were responsible for the “war crime of unlawful deportation” of children.</p> <a href=""https://www.theguardian.com/news/audio/2023/may/31/tracking-down-ukraine-abducted-children-podcast"">Continue reading...</a>","Wed, 31 May 2023 02:00:12 GMT","https://www.theguardian.com/news/audio/2023/may/31/tracking-down-ukraine-abducted-children-podcast"
